"","Id","SalePrice"
"170",1630,375123.114594936
"171",1631,248201.855101401
"172",1632,250412.179690406
"173",1633,180099.978376481
"174",1634,177371.780850226
"175",1635,164703.794787582
"176",1636,158107.536011686
"177",1637,192222.649581613
"178",1638,204592.181205199
"179",1639,200789.827525467
"180",1640,275336.952751321
"181",1641,188888.2414006
"182",1642,229969.356534906
"183",1643,258542.225136785
"184",1644,243354.072827677
"185",1645,218726.123862931
"186",1646,147060.077191805
"187",1647,153464.278952356
"188",1648,133266.623687489
"189",1649,138731.891692764
"190",1650,107127.286525385
"191",1651,123787.037967037
"192",1652,97602.0410892892
"193",1653,102558.83476153
"194",1654,150317.107765973
"195",1655,135042.970355406
"196",1656,138108.114538843
"197",1657,151838.749749893
"198",1658,151087.490742175
"199",1659,136676.866194656
"200",1660,154431.326974953
"201",1661,468473.028128998
"202",1662,395109.417090953
"203",1663,367575.812228802
"204",1664,608070.170001232
"205",1665,329292.735434006
"206",1666,306079.430668391
"207",1667,338476.288406295
"208",1668,324693.433114557
"209",1669,287212.842611962
"210",1670,339795.377292461
"211",1671,272736.732987017
"212",1672,404719.86369612
"213",1673,311464.419285916
"214",1674,273206.88865698
"215",1675,200754.152877941
"216",1676,186423.738199492
"217",1677,218551.172331127
"218",1678,466099.969279941
"219",1679,351246.227424033
"220",1680,337754.783370629
"221",1681,268917.00678188
"222",1682,287649.430401708
"223",1683,211783.975815809
"224",1684,183903.462544108
"225",1685,171973.681041145
"226",1686,169576.253147139
"227",1687,178534.92439708
"228",1688,193281.576616438
"229",1689,196744.564719688
"230",1690,182806.725962542
"231",1691,174834.02272795
"232",1692,225466.309259556
"233",1693,172197.28669185
"234",1694,170532.72889468
"235",1695,176718.702132329
"236",1696,264840.782019839
"237",1697,185470.352613607
"238",1698,341478.60413137
"239",1699,306521.437694084
"240",1700,245231.927463552
"241",1701,275141.76836257
"242",1702,260861.054977472
"243",1703,264991.367832356
"244",1704,262283.602261739
"245",1705,239526.923622001
"246",1706,186692.082809238
"247",1707,221189.62385135
"248",1708,215636.348901018
"249",1709,267768.866647383
"250",1710,235170.503516571
"251",1711,245424.174185279
"252",1712,286929.163358287
"253",1713,246700.026689988
"254",1714,223673.882015465
"255",1715,205201.321376799
"256",1716,191994.391421474
"257",1717,177692.313555039
"258",1718,162436.631645143
"259",1719,207889.439460561
"260",1720,198343.204275134
"261",1721,162563.375407777
"262",1722,138358.717786889
"263",1723,138060.536411792
"264",1724,212127.75821368
"265",1725,222077.776816707
"266",1726,194616.819784182
"267",1727,158132.694601082
"268",1728,163081.19317157
"269",1729,164599.839345876
"270",1730,164679.554697802
"271",1731,116000.299731973
"272",1732,111683.471022093
"273",1733,113747.781662506
"274",1734,116433.004756692
"275",1735,119791.439275006
"276",1736,113028.875992885
"277",1737,351713.237998674
"278",1738,266850.025623685
"279",1739,282061.192219424
"280",1740,226704.131195838
"281",1741,180186.992836142
"282",1742,166717.296347665
"283",1743,171522.340011238
"284",1744,325218.191710463
"285",1745,229166.211587161
"286",1746,255771.076309629
"287",1747,226802.885514512
"288",1748,243573.810038149
"289",1749,138640.458544383
"290",1750,121071.851752072
"291",1751,276241.931063162
"292",1752,127536.16106499
"293",1753,156903.591499238
"294",1754,187168.522893284
"295",1755,161944.709089203
"296",1756,122524.091741416
"297",1757,123299.163335544
"298",1758,132125.95443678
"299",1759,173316.557164619
"300",1760,156668.629656964
"301",1761,137276.050434652
"302",1762,173016.80487212
"303",1763,175329.724911682
"304",1764,116825.040726016
"305",1765,167530.638133889
"306",1766,183127.013130242
"307",1767,231811.797245126
"308",1768,142115.737848172
"309",1769,173446.74062172
"310",1770,149992.460563593
"311",1771,116004.388530021
"312",1772,139219.17590196
"313",1773,120531.628548256
"314",1774,153940.797148284
"315",1775,141502.426168565
"316",1776,132305.987111302
"317",1777,109737.397233498
"318",1778,139247.456023497
"319",1779,113240.736745535
"320",1780,154970.128716688
"321",1781,132593.729313373
"322",1782,88885.8279454545
"323",1783,122841.572698453
"324",1784,102404.497010708
"325",1785,116680.164389049
"326",1786,128802.948441861
"327",1787,153209.205246893
"328",1788,68437.4052097021
"329",1789,103110.505305915
"330",1790,70433.8279683801
"331",1791,174345.272038978
"332",1792,177359.170610908
"333",1793,123269.341216364
"334",1794,152945.708357219
"335",1795,137833.366829721
"336",1796,147984.029163176
"337",1797,113006.477306746
"338",1798,126197.774045961
"339",1799,114828.646777738
"340",1800,126965.682337507
"341",1801,121521.465823574
"342",1802,131588.615383411
"343",1803,157349.178146667
"344",1804,147991.801635874
"345",1805,141228.503389892
"346",1806,145134.833891396
"347",1807,120168.087972892
"348",1808,119966.88264129
"349",1809,123144.091266139
"350",1810,133872.587907652
"351",1811,97695.4440796053
"352",1812,104913.941887368
"353",1813,126051.390444076
"354",1814,90700.5529314968
"355",1815,69769.7604387586
"356",1816,113607.453955919
"357",1817,94838.2370989481
"358",1818,133650.594275062
"359",1819,119575.353156207
"360",1820,75460.0838923993
"361",1821,107516.7023586
"362",1822,129505.015302772
"363",1823,62062.376377807
"364",1824,142799.576492979
"365",1825,147091.706976951
"366",1826,103412.50841072
"367",1827,100594.125010809
"368",1828,139279.142523846
"369",1829,106925.686703605
"370",1830,139314.533136711
"371",1831,171417.143074853
"372",1832,88535.0499943384
"373",1833,128190.572463884
"374",1834,116863.791035199
"375",1835,120999.565027887
"376",1836,126606.229583766
"377",1837,95436.1340986105
"378",1838,107104.801293071
"379",1839,112808.353447999
"380",1840,132742.668785957
"381",1841,132164.817688261
"382",1842,94100.9440524244
"383",1843,124230.989977866
"384",1844,145336.503685307
"385",1845,150901.164464249
"386",1846,146273.494065214
"387",1847,199822.586761632
"388",1848,60716.3755142716
"389",1849,126520.766351116
"390",1850,114158.216078279
"391",1851,146646.250054744
"392",1852,125467.64766005
"393",1853,113815.909434613
"394",1854,169796.204214738
"395",1855,169697.530338994
"396",1856,220409.437942228
"397",1857,147136.904774216
"398",1858,132054.708386881
"399",1859,118083.144180314
"400",1860,138569.302600792
"401",1861,117022.543102943
"402",1862,271420.25152426
"403",1863,257004.996268358
"404",1864,257036.612194312
"405",1865,300246.809801688
"406",1866,281602.625245275
"407",1867,227655.112030362
"408",1868,274879.124528373
"409",1869,198764.49888858
"410",1870,205639.471627788
"411",1871,229928.605322961
"412",1872,175706.181627014
"413",1873,226710.512170756
"414",1874,166426.411695645
"415",1875,201303.964855743
"416",1876,195474.56336636
"417",1877,201778.083790183
"418",1878,208748.619896889
"419",1879,125455.221347503
"420",1880,136333.726644873
"421",1881,218347.797507732
"422",1882,258337.764066349
"423",1883,194494.247773038
"424",1884,214351.101562675
"425",1885,221788.718476243
"426",1886,262325.719634184
"427",1887,205570.530606603
"428",1888,252340.97889816
"429",1889,174295.463407231
"430",1890,116711.771067996
"431",1891,125335.989455138
"432",1892,102097.639993799
"433",1893,124579.680777567
"434",1894,132395.737982387
"435",1895,144923.68330545
"436",1896,124637.042371987
"437",1897,110977.872832928
"438",1898,118973.37048815
"439",1899,159408.973554362
"440",1900,161785.651203401
"441",1901,171813.225065316
"442",1902,159935.784336192
"443",1903,229925.747610529
"444",1904,134404.313473181
"445",1905,201880.434119107
"446",1906,164469.842192092
"447",1907,220170.616145088
"448",1908,120661.966519415
"449",1909,133846.647728723
"450",1910,125891.985586822
"451",1911,238158.288146441
"452",1912,362875.4299904
"453",1913,113454.272448243
"454",1914,67461.4352852053
"455",1915,285051.297480162
"456",1916,57385.9811221607
"457",1917,238406.642933341
"458",1918,152557.924339327
"459",1919,190526.334352513
"460",1920,161153.367660222
"461",1921,323615.870901084
"462",1922,281128.103256844
"463",1923,277594.080385803
"464",1924,213270.725630976
"465",1925,215824.744027238
"466",1926,344133.187075766
"467",1927,135857.9265891
"468",1928,151917.922841104
"469",1929,139429.001870368
"470",1930,147492.897441964
"471",1931,150260.799969074
"472",1932,141207.247587066
"473",1933,162165.780380774
"474",1934,176287.657532784
"475",1935,164967.979428917
"476",1936,173472.410130302
"477",1937,182156.721659543
"478",1938,161691.152621104
"479",1939,275683.699763664
"480",1940,216261.981429425
"481",1941,171544.367252723
"482",1942,172240.83169314
"483",1943,224819.505392461
"484",1944,336834.454323302
"485",1945,363219.738717232
"486",1946,131411.628888209
"487",1947,136890.683753045
"488",1948,161902.74444718
"489",1949,220580.06430048
"490",1950,177513.435212281
"491",1951,240006.976222439
"492",1952,213031.036531682
"493",1953,153124.337314299
"494",1954,211347.810275907
"495",1955,130846.111422821
"496",1956,274874.393015954
"497",1957,162155.607463743
"498",1958,259939.509474875
"499",1959,141141.256541808
"500",1960,119151.300308274
"501",1961,115975.757021162
"502",1962,98971.6056793251
"503",1963,108006.529401046
"504",1964,99682.1959845012
"505",1965,147644.523674859
"506",1966,138725.852893975
"507",1967,281223.452855288
"508",1968,395873.42373094
"509",1969,361186.101813269
"510",1970,378590.241640753
"511",1971,477113.743311742
"512",1972,345798.051677784
"513",1973,293751.185777368
"514",1974,309961.279574923
"515",1975,562961.202633785
"516",1976,271275.326229043
"517",1977,352571.45851902
"518",1978,380227.221350203
"519",1979,326469.27905286
"520",1980,214322.780781675
"521",1981,324896.361480807
"522",1982,222520.113984398
"523",1983,223964.734940345
"524",1984,184411.543645753
"525",1985,195776.121127768
"526",1986,198353.418134176
"527",1987,197056.666076137
"528",1988,173519.102798356
"529",1989,197119.705217053
"530",1990,211043.368673859
"531",1991,236859.451079776
"532",1992,209391.153409708
"533",1993,178174.138598103
"534",1994,238348.819260978
"535",1995,189435.383885798
"536",1996,275330.322540755
"537",1997,305700.874132199
"538",1998,295825.22162534
"539",1999,254522.075104791
"540",2000,332352.260240524
"541",2001,206413.559803304
"542",2002,235460.583165816
"543",2003,263599.472652869
"544",2004,266568.216417611
"545",2005,225825.774552644
"546",2006,235159.771011411
"547",2007,260868.242297714
"548",2008,209591.332759837
"549",2009,185512.088832181
"550",2010,197916.840478808
"551",2011,151934.222137895
"552",2012,178074.249615041
"553",2013,171581.091686397
"554",2014,178063.546198592
"555",2015,191073.237555924
"556",2016,178636.218143957
"557",2017,193215.46845131
"558",2018,116734.518484066
"559",2019,129684.842242831
"560",2020,107091.228451323
"561",2021,102999.414834311
"562",2022,194372.534276449
"563",2023,135378.752416018
"564",2024,303972.216574417
"565",2025,374229.394395565
"566",2026,181100.776138151
"567",2027,153212.560645639
"568",2028,162490.967174506
"569",2029,155632.416617966
"570",2030,250109.837059062
"571",2031,222488.895720328
"572",2032,225966.505065193
"573",2033,237591.536497045
"574",2034,158575.016503772
"575",2035,220041.388076831
"576",2036,185091.186243123
"577",2037,186161.668406492
"578",2038,336419.779859925
"579",2039,207251.557682336
"580",2040,333916.47117809
"581",2041,311771.722947454
"582",2042,227549.864655378
"583",2043,168958.74144287
"584",2044,175579.114632385
"585",2045,197427.265032652
"586",2046,147120.500428861
"587",2047,133138.457123284
"588",2048,133373.003045868
"589",2049,146682.930202427
"590",2050,167859.881679375
"591",2051,110447.118173274
"592",2052,121471.702424688
"593",2053,143180.54915793
"594",2054,102906.261309568
"595",2055,146594.727771933
"596",2056,158381.753553198
"597",2057,111274.931540798
"598",2058,197799.388198958
"599",2059,131225.2529497
"600",2060,175442.704197524
"601",2061,176821.896510642
"602",2062,122758.082911216
"603",2063,117607.586557398
"604",2064,130007.714591294
"605",2065,102830.828119454
"606",2066,185697.444083663
"607",2067,145335.95987948
"608",2068,152582.217582076
"609",2069,89699.6512644858
"610",2070,124371.476226178
"611",2071,97794.4084658188
"612",2072,118797.802311709
"613",2073,132577.884369769
"614",2074,155964.049966096
"615",2075,139524.951135085
"616",2076,117020.756943754
"617",2077,143943.974451801
"618",2078,119024.512790116
"619",2079,128500.728484724
"620",2080,127242.763546759
"621",2081,128506.768776929
"622",2082,128050.066081969
"623",2083,144972.427632224
"624",2084,119805.345198308
"625",2085,127223.026961025
"626",2086,128235.12560282
"627",2087,120899.775818268
"628",2088,102157.456616689
"629",2089,85891.4339644772
"630",2090,124240.742928494
"631",2091,106586.634464189
"632",2092,128177.69001746
"633",2093,109535.162818554
"634",2094,122647.027802158
"635",2095,132149.14815682
"636",2096,100769.256322563
"637",2097,105150.330675756
"638",2098,130663.247590774
"639",2099,65302.9372216762
"640",2100,87747.1536731217
"641",2101,101006.128420481
"642",2102,131070.409669933
"643",2103,99617.9085836258
"644",2104,119946.241832418
"645",2105,134092.862052691
"646",2106,61999.5517262601
"647",2107,174882.612417685
"648",2108,117815.020995022
"649",2109,115088.862369297
"650",2110,126911.948811049
"651",2111,176172.699780568
"652",2112,136404.28997876
"653",2113,119265.758472455
"654",2114,121025.998492519
"655",2115,158355.099851489
"656",2116,117190.205579037
"657",2117,145457.778549814
"658",2118,118612.560272335
"659",2119,118143.557346738
"660",2120,110939.084492004
"661",2121,103032.601271832
"662",2122,113631.039601865
"663",2123,108990.509345821
"664",2124,170153.323391354
"665",2125,114345.53584219
"666",2126,124712.902241625
"667",2127,172433.298810736
"668",2128,129714.663023133
"669",2129,79747.4621688502
"670",2130,116942.255663515
"671",2131,134106.184573278
"672",2132,103338.135799042
"673",2133,112030.327075479
"674",2134,110995.032965414
"675",2135,87055.3530221016
"676",2136,72025.5745613987
"677",2137,106663.122986553
"678",2138,124377.467391355
"679",2139,145205.337105865
"680",2140,135572.206518403
"681",2141,176476.457410522
"682",2142,123897.62657406
"683",2143,152387.212933859
"684",2144,105016.497706655
"685",2145,132982.912689771
"686",2146,160629.678248208
"687",2147,141702.96543441
"688",2148,132721.055239201
"689",2149,146523.576613023
"690",2150,219297.398428188
"691",2151,123540.283504143
"692",2152,161854.912256262
"693",2153,177779.744341532
"694",2154,127012.761723996
"695",2155,141602.616960721
"696",2156,274903.531309406
"697",2157,223321.268710529
"698",2158,233804.015729379
"699",2159,234617.5451776
"700",2160,193797.712466094
"701",2161,240813.627300586
"702",2162,344535.866764507
"703",2163,317827.184944024
"704",2164,223845.913269493
"705",2165,188477.250969535
"706",2166,164046.600032319
"707",2167,201599.643182784
"708",2168,189348.219660325
"709",2169,189589.258413433
"710",2170,209595.415546717
"711",2171,148857.672974283
"712",2172,129645.559205291
"713",2173,186279.16717164
"714",2174,242846.262435543
"715",2175,268483.925105178
"716",2176,259301.540337501
"717",2177,247153.320366878
"718",2178,221980.382455938
"719",2179,139403.627078943
"720",2180,201408.998050864
"721",2181,198644.249781224
"722",2182,224478.305972852
"723",2183,193789.492869362
"724",2184,117964.610603203
"725",2185,123758.032295489
"726",2186,141425.824015834
"727",2187,146781.008559615
"728",2188,152624.831147273
"729",2189,398254.594200925
"730",2190,106352.121121715
"731",2191,87840.9781048884
"732",2192,84875.4767032167
"733",2193,112265.323846671
"734",2194,110310.288302929
"735",2195,101152.503557435
"736",2196,105798.884993014
"737",2197,114244.519106429
"738",2198,167578.45961093
"739",2199,152222.037663658
"740",2200,141910.170664211
"741",2201,140690.918711779
"742",2202,213619.726263802
"743",2203,133229.245957985
"744",2204,185972.882702829
"745",2205,127791.194808197
"746",2206,159217.821212801
"747",2207,218675.084364898
"748",2208,264213.415581806
"749",2209,221149.60046636
"750",2210,118478.838752197
"751",2211,112308.338577416
"752",2212,119810.738265233
"753",2213,105713.144773739
"754",2214,130595.435704589
"755",2215,101068.536235796
"756",2216,136675.190762111
"757",2217,58164.9620578422
"758",2218,95487.9128680369
"759",2219,90040.1194754201
"760",2220,71357.269251983
"761",2221,284130.488979671
"762",2222,251504.724306572
"763",2223,246689.186222412
"764",2224,204782.932472775
"765",2225,123850.920164518
"766",2226,180961.90023642
"767",2227,194860.864320148
"768",2228,236764.155756767
"769",2229,255024.072695791
"770",2230,169012.62393801
"771",2231,215009.241191138
"772",2232,191607.277052045
"773",2233,177648.738699396
"774",2234,232377.381927945
"775",2235,211051.717236974
"776",2236,265664.901390858
"777",2237,283325.882255228
"778",2238,171273.595413649
"779",2239,149547.910566511
"780",2240,145932.98717012
"781",2241,133915.471920476
"782",2242,108892.265479973
"783",2243,131457.966749755
"784",2244,94809.71125284
"785",2245,87705.4404194055
"786",2246,139092.470132377
"787",2247,115228.066375343
"788",2248,133459.713179241
"789",2249,121268.253025827
"790",2250,127325.42352626
"791",2251,106524.880398858
"792",2252,182472.035634756
"793",2253,165918.019580611
"794",2254,185885.762700435
"795",2255,174273.481772601
"796",2256,172200.872922987
"797",2257,213009.277139354
"798",2258,164276.305705495
"799",2259,179715.928628061
"800",2260,123398.887835472
"801",2261,190197.67346498
"802",2262,218022.036069625
"803",2263,335260.167628808
"804",2264,571439.488070952
"805",2265,163581.287657514
"806",2266,277275.861166697
"807",2267,393046.508055151
"808",2268,504086.589638962
"809",2269,138522.818560631
"810",2270,182389.951436167
"811",2271,197694.485802731
"812",2272,147810.871793992
"813",2273,153988.711104553
"814",2274,161075.343646643
"815",2275,148656.58769151
"816",2276,183064.516988493
"817",2277,178092.765466078
"818",2278,157046.02213044
"819",2279,118465.042892038
"820",2280,125734.904909712
"821",2281,168648.463764898
"822",2282,166847.57568455
"823",2283,108060.104446487
"824",2284,103512.509235203
"825",2285,149630.679890375
"826",2286,125110.398205495
"827",2287,350411.345092382
"828",2288,291903.272173782
"829",2289,358159.3957444
"830",2290,453855.973881399
"831",2291,348650.211832193
"832",2292,434120.863948018
"833",2293,487876.917269144
"834",2294,408605.95395766
"835",2295,466851.185113897
"836",2296,332830.61264144
"837",2297,324243.430196039
"838",2298,349707.014980925
"839",2299,392642.407367819
"840",2300,325037.019456437
"841",2301,279115.395243118
"842",2302,246101.74627529
"843",2303,276843.469978513
"844",2304,279296.679200539
"845",2305,191479.154063879
"846",2306,183525.790314667
"847",2307,201322.030477747
"848",2308,230155.732671444
"849",2309,280905.86634047
"850",2310,230464.272395481
"851",2311,214084.058176511
"852",2312,174022.102357169
"853",2313,177206.20236021
"854",2314,185422.180521109
"855",2315,183433.014376564
"856",2316,192910.839685479
"857",2317,175037.023986686
"858",2318,176100.537999043
"859",2319,185518.957774745
"860",2320,196101.898301536
"861",2321,209220.74514548
"862",2322,197072.440364339
"863",2323,176568.458251073
"864",2324,171723.682680401
"865",2325,219598.151801995
"866",2326,180083.166409905
"867",2327,205032.929735487
"868",2328,214343.831813668
"869",2329,182537.769364783
"870",2330,190124.408367336
"871",2331,334828.929491249
"872",2332,392134.875251954
"873",2333,320433.690227473
"874",2334,266951.181235499
"875",2335,272426.974501882
"876",2336,304264.512793708
"877",2337,218684.453194587
"878",2338,251607.823241993
"879",2339,238313.655966224
"880",2340,375106.235014866
"881",2341,228539.559019318
"882",2342,235464.796316291
"883",2343,229136.532278984
"884",2344,226670.506219846
"885",2345,247754.454037393
"886",2346,225500.577947147
"887",2347,212924.139683387
"888",2348,246056.002608239
"889",2349,178136.613673252
"890",2350,265170.316964814
"891",2351,277638.390908781
"892",2352,267017.55472872
"893",2353,263448.657958337
"894",2354,167967.010930515
"895",2355,173112.088187309
"896",2356,137742.00301851
"897",2357,200399.212418894
"898",2358,189358.388344954
"899",2359,142884.676350737
"900",2360,121564.312671985
"901",2361,137411.73954298
"902",2362,299039.77116195
"903",2363,115638.63621943
"904",2364,138123.136166965
"905",2365,211721.453424997
"906",2366,194791.041336944
"907",2367,230878.59531737
"908",2368,203220.05035407
"909",2369,228792.668600923
"910",2370,157282.50341164
"911",2371,156746.408480132
"912",2372,201193.563646158
"913",2373,282561.382776944
"914",2374,311241.313314441
"915",2375,240111.400583487
"916",2376,313832.790787038
"917",2377,360982.919541086
"918",2378,141101.723804929
"919",2379,201693.964069717
"920",2380,158884.591300926
"921",2381,159921.085498285
"922",2382,222964.248362118
"923",2383,217982.745178847
"924",2384,232668.959148871
"925",2385,151950.438588686
"926",2386,127283.277689533
"927",2387,134894.819898677
"928",2388,103274.855969114
"929",2389,126311.664365053
"930",2390,138042.319752526
"931",2391,137317.354768706
"932",2392,127100.677213059
"933",2393,160605.585913947
"934",2394,133915.345539024
"935",2395,202093.017010135
"936",2396,154122.34555093
"937",2397,208691.608656884
"938",2398,135389.89957038
"939",2399,73141.8684254684
"940",2400,78420.3405156584
"941",2401,123045.17949197
"942",2402,139131.788972024
"943",2403,141804.304624286
"944",2404,158807.519007515
"945",2405,154103.530987469
"946",2406,135734.138345818
"947",2407,121397.923169915
"948",2408,143701.56355602
"949",2409,129864.144272828
"950",2410,185043.737250644
"951",2411,114793.376363406
"952",2412,156159.024789292
"953",2413,127405.790392773
"954",2414,154177.576462651
"955",2415,135689.510315288
"956",2416,129533.389959468
"957",2417,136680.664273177
"958",2418,134730.812117865
"959",2419,124868.036998198
"960",2420,121681.115622028
"961",2421,169648.68986435
"962",2422,101982.077367447
"963",2423,105949.249135707
"964",2424,156382.861183648
"965",2425,194693.659749284
"966",2426,103940.337749158
"967",2427,124724.136747892
"968",2428,190227.22637303
"969",2429,116993.912112501
"970",2430,132884.831802251
"971",2431,114846.532430753
"972",2432,132642.551019848
"973",2433,147431.539696661
"974",2434,123875.2780449
"975",2435,145725.975350895
"976",2436,100712.168110231
"977",2437,115030.171126112
"978",2438,125282.855166304
"979",2439,99491.4438784026
"980",2440,117818.859919125
"981",2441,99476.5684355291
"982",2442,103248.236434107
"983",2443,134879.584710984
"984",2444,113588.196991586
"985",2445,90151.7611954679
"986",2446,124954.396768065
"987",2447,173057.532171847
"988",2448,120777.276337462
"989",2449,107556.549923505
"990",2450,141429.849908954
"991",2451,121214.238542233
"992",2452,197916.757053362
"993",2453,108675.259764074
"994",2454,122585.823771899
"995",2455,131657.502363575
"996",2456,161142.990139393
"997",2457,124822.172438879
"998",2458,130416.761138716
"999",2459,111995.225259745
"1000",2460,132781.261155733
"1001",2461,133560.77658104
"1002",2462,136817.414575536
"1003",2463,115970.173531667
"1004",2464,169886.877368703
"1005",2465,132139.803754538
"1006",2466,110892.504249307
"1007",2467,121883.860183236
"1008",2468,87801.8908176738
"1009",2469,85613.9965431428
"1010",2470,185698.402304452
"1011",2471,214206.019976969
"1012",2472,140264.119825883
"1013",2473,103382.553478302
"1014",2474,63445.278278382
"1015",2475,224115.769826172
"1016",2476,125009.719222089
"1017",2477,130610.748416239
"1018",2478,158479.071731354
"1019",2479,97532.701870387
"1020",2480,148403.461107801
"1021",2481,116401.412045762
"1022",2482,122757.87608376
"1023",2483,115555.920527392
"1024",2484,119418.30479762
"1025",2485,124584.153148143
"1026",2486,133608.926906431
"1027",2487,168020.433006886
"1028",2488,169307.133516372
"1029",2489,143293.179459673
"1030",2490,135343.411936133
"1031",2491,95725.9347988117
"1032",2492,204657.25228195
"1033",2493,143130.469625541
"1034",2494,151467.217048631
"1035",2495,109067.487652869
"1036",2496,285830.01801497
"1037",2497,151554.7228442
"1038",2498,110228.516116275
"1039",2499,88294.0878154626
"1040",2500,121930.791252013
"1041",2501,128943.433155944
"1042",2502,140937.683832052
"1043",2503,91097.9438261941
"1044",2504,194377.199970686
"1045",2505,218993.378190323
"1046",2506,255451.308784524
"1047",2507,302360.340491483
"1048",2508,256004.976588756
"1049",2509,212497.670444087
"1050",2510,227571.880103858
"1051",2511,185853.486064411
"1052",2512,205770.129302186
"1053",2513,215160.627372708
"1054",2514,416065.977915009
"1055",2515,143828.453471908
"1056",2516,168966.144645911
"1057",2517,159561.334673352
"1058",2518,161507.716117219
"1059",2519,220352.823114839
"1060",2520,205053.046627919
"1061",2521,195455.917433126
"1062",2522,216054.03856204
"1063",2523,111217.724659347
"1064",2524,133512.564944653
"1065",2525,146580.841415181
